status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status
Open,Minor,2017-11-01T18:06:20.537+0000,Bug,jleech,2017-11-01T18:06:20.537+0000,NA,0,AVRO,NA,0,AVRO-2103,407,69,1,NA,175.5451754
Resolved,Blocker,2017-11-09T09:35:51.453+0000,Bug,EddyA,2017-10-26T12:11:24.009+0000,2017-11-08T12:08:50.334+0000,2,AVRO,NA,1,AVRO-2101,1219,29,1,Not A Problem,168.7934411
Open,Critical,2017-10-16T09:42:21.447+0000,Bug,amrpinder,2017-10-16T09:41:57.232+0000,NA,0,AVRO,NA,0,AVRO-2096,1177,82,1,NA,191.8954452
Resolved,Major,2017-10-09T21:22:32.694+0000,Bug,karthikus,2017-10-06T22:27:57.299+0000,2017-10-09T21:22:32.658+0000,0,AVRO,NA,0,AVRO-2089,198,88,1,Cannot Reproduce,198.4089235
Patch Available,Major,2017-10-05T13:06:59.496+0000,Bug,nkollar,2017-10-05T08:31:12.551+0000,NA,0,AVRO,nkollar,1,AVRO-2086,4459,75,3,NA,202.7530578
Open,Major,2017-10-01T03:18:04.984+0000,Bug,Jorge A.,2017-10-01T03:16:24.721+0000,NA,0,AVRO,NA,0,AVRO-2085,885,51,1,NA,207.1631826
Open,Major,2017-09-26T08:16:26.714+0000,Bug,ATUMV002,2017-09-26T08:16:26.714+0000,NA,0,AVRO,NA,0,AVRO-2082,597,131,1,NA,211.9548262
Resolved,Minor,2018-04-01T18:10:12.789+0000,Bug,pnayak,2017-09-25T18:48:28.994+0000,2018-04-01T18:10:12.761+0000,0,AVRO,pnayak,5,AVRO-2081,952,28,4,Fixed,24.54248724
Resolved,Minor,2017-12-13T09:55:00.865+0000,Bug,howellbridger,2017-09-20T13:46:39.262+0000,2017-12-13T09:55:00.612+0000,0,AVRO,howellbridger,5,AVRO-2080,1710,41,3,Fixed,133.8863753
Patch Available,Major,2018-03-23T13:14:17.239+0000,Bug,erwaman,2017-09-18T19:21:10.827+0000,NA,0,AVRO,nkollar,5,AVRO-2078,1778,62,4,NA,216.615528
Open,Major,2017-10-17T15:10:23.066+0000,Bug,nkollar,2017-09-04T15:23:51.071+0000,NA,1,AVRO,NA,4,AVRO-2074,725,50,4,NA,233.6580165
Open,Minor,2017-09-04T08:17:31.458+0000,Bug,gszadovszky,2017-09-04T08:09:24.738+0000,NA,0,AVRO,NA,0,AVRO-2073,223,64,1,NA,233.9597102
Resolved,Major,2017-09-12T08:36:29.146+0000,Bug,nkollar,2017-08-30T09:36:33.441+0000,2017-09-12T08:36:29.080+0000,0,AVRO,nkollar,18,AVRO-2072,253,82,5,Fixed,225.9409088
Resolved,Trivial,2017-09-01T13:46:20.092+0000,Bug,nkollar,2017-08-14T09:09:05.178+0000,2017-09-01T13:45:47.133+0000,0,AVRO,nkollar,5,AVRO-2066,150,60,3,Fixed,236.7261167
Open,Blocker,2018-03-23T08:14:38.065+0000,Bug,stephane.maarek@gmail.com,2017-08-14T04:42:38.541+0000,NA,2,AVRO,NA,0,AVRO-2065,3009,70,4,NA,255.1033004
Open,Minor,2017-08-07T23:31:02.326+0000,Bug,edmonds,2017-08-07T23:31:02.326+0000,NA,0,AVRO,NA,0,AVRO-2064,2097,40,1,NA,261.3196918
Open,Minor,2017-08-07T23:07:47.368+0000,Bug,edmonds,2017-08-04T21:52:39.553+0000,NA,0,AVRO,NA,4,AVRO-2063,715,58,3,NA,264.3880109
Closed,Critical,2017-08-02T05:15:15.653+0000,Bug,sacharya,2017-08-01T19:07:01.308+0000,2017-08-02T05:15:10.241+0000,0,AVRO,sacharya,1,AVRO-2060,377,46,1,Fixed,267.0806485
Patch Available,Critical,2017-10-30T12:54:31.125+0000,Bug,SamSchlegel,2017-07-27T02:08:12.202+0000,NA,0,AVRO,SamSchlegel,3,AVRO-2058,842,53,3,NA,273.0957921
Open,Critical,2017-07-18T20:53:23.013+0000,Bug,zolyfarkas,2017-07-18T20:53:23.013+0000,NA,0,AVRO,NA,0,AVRO-2057,1374,60,1,NA,281.4291746
Open,Major,2017-09-08T19:15:28.322+0000,Bug,dkulp,2017-07-17T19:08:06.582+0000,NA,0,AVRO,NA,10,AVRO-2051,548,48,4,NA,282.5022814
Open,Major,2018-01-03T16:23:46.320+0000,Bug,panghy,2017-07-14T05:41:22.084+0000,NA,0,AVRO,NA,2,AVRO-2047,759,55,3,NA,286.0625187
Open,Major,2017-07-17T08:53:52.586+0000,Bug,manu-chroma,2017-07-04T10:10:14.424+0000,NA,1,AVRO,NA,2,AVRO-2046,2452,91,3,NA,295.8758018
Open,Major,2017-06-23T12:02:22.549+0000,Bug,lv,2017-06-22T14:05:20.496+0000,NA,1,AVRO,nkollar,0,AVRO-2045,731,40,2,NA,307.7125371
Resolved,Major,2017-06-15T18:15:52.682+0000,Bug,quadra,2017-06-15T16:28:40.404+0000,2017-06-15T16:39:00.711+0000,0,AVRO,rdblue,4,AVRO-2042,3567,55,2,Not A Problem,314.6058211
Open,Major,2017-05-18T13:36:45.595+0000,Bug,dsnedigar,2017-05-17T17:19:51.968+0000,NA,0,AVRO,NA,0,AVRO-2036,687,27,1,NA,343.5774506
Resolved,Major,2018-02-27T22:06:15.650+0000,Bug,radai,2017-05-17T01:27:34.188+0000,2018-02-27T22:06:15.627+0000,0,AVRO,cutting,15,AVRO-2035,1569,57,7,Fixed,57.37856529
Open,Major,2017-05-15T18:04:54.263+0000,Bug,tnine,2017-05-11T18:28:58.566+0000,NA,0,AVRO,NA,3,AVRO-2034,456,68,2,NA,349.5294576
Resolved,Minor,2017-05-22T02:31:13.574+0000,Bug,philrizk@gmail.com,2017-05-10T15:48:42.083+0000,2017-05-22T02:31:13.520+0000,0,AVRO,philrizk@gmail.com,2,AVRO-2033,692,52,2,Fixed,339.1945615
Open,Major,2017-05-05T07:13:55.810+0000,Bug,pdekinder,2017-05-05T07:13:55.810+0000,NA,0,AVRO,NA,0,AVRO-2032,1434,94,1,NA,355.9982395
Open,Major,2017-04-24T19:13:12.810+0000,Bug,amccague,2017-04-24T19:13:12.810+0000,NA,0,AVRO,NA,0,AVRO-2029,1033,56,1,NA,366.4987371
Open,Major,2017-10-24T13:37:03.130+0000,Bug,amccague,2017-04-24T19:09:31.143+0000,NA,0,AVRO,NA,1,AVRO-2028,1146,64,2,NA,366.5013027
Patch Available,Major,2017-06-02T01:45:17.608+0000,Bug,zahary@gmail.com,2017-04-22T18:58:38.238+0000,NA,0,AVRO,zahary@gmail.com,1,AVRO-2027,120,90,2,NA,328.2264594
Resolved,Major,2017-04-17T23:58:16.259+0000,Bug,sacharya,2017-04-14T19:01:45.909+0000,2017-04-17T23:58:16.219+0000,0,AVRO,sacharya,3,AVRO-2025,61,27,4,Fixed,373.3007805
Resolved,Major,2017-05-23T11:46:53.801+0000,Bug,erikvanoosten,2017-04-11T12:42:59.861+0000,2017-05-23T11:46:53.762+0000,0,AVRO,NA,3,AVRO-2022,300,41,2,Invalid,337.8086793
Resolved,Blocker,2017-04-07T21:16:16.262+0000,Bug,sacharya,2017-04-07T18:49:59.142+0000,2017-04-07T21:15:59.107+0000,0,AVRO,sacharya,3,AVRO-2018,147,85,3,Fixed,383.4134786
Resolved,Critical,2017-04-12T03:22:15.369+0000,Bug,busbey,2017-03-28T14:44:20.228+0000,2017-04-12T03:22:15.332+0000,0,AVRO,NA,3,AVRO-2013,3433,29,1,Duplicate,379.1591238
Resolved,Major,2017-04-06T03:08:53.026+0000,Bug,thiru_mg,2017-03-26T01:43:42.013+0000,2017-04-06T03:08:52.989+0000,0,AVRO,sacharya,6,AVRO-2012,1161,47,3,Fixed,385.1684106
Resolved,Major,2017-03-26T19:30:29.527+0000,Bug,varun2einstein,2017-03-23T09:58:32.985+0000,2017-03-26T19:30:29.490+0000,0,AVRO,NA,4,AVRO-2011,17439,58,2,Not A Bug,395.4867381
Open,Major,2017-03-18T01:45:17.292+0000,Bug,phhe,2017-03-18T01:45:17.292+0000,NA,0,AVRO,NA,0,AVRO-2010,877,59,1,NA,404.2264631
Open,Major,2017-03-16T09:50:40.805+0000,Bug,EliyahuMachluf,2017-03-16T09:50:40.805+0000,NA,0,AVRO,NA,0,AVRO-2009,259,102,1,NA,405.8893854
Open,Major,2017-03-15T09:14:44.133+0000,Bug,marians27,2017-03-15T09:13:52.374+0000,NA,0,AVRO,NA,0,AVRO-2006,567,59,2,NA,406.9149459
Patch Available,Minor,2017-04-18T00:13:32.130+0000,Bug,kdombeck,2017-03-03T21:41:55.533+0000,NA,0,AVRO,kdombeck,1,AVRO-2004,562,25,2,NA,373.2901802
Open,Major,2017-02-16T17:55:54.201+0000,Bug,hdeslandes,2017-02-16T13:53:41.759+0000,NA,1,AVRO,NA,1,AVRO-2002,5410,121,4,NA,433.7206243
Open,Major,2017-02-09T02:24:32.262+0000,Bug,mgray,2017-02-09T02:24:32.262+0000,NA,2,AVRO,NA,0,AVRO-2000,936,51,2,NA,441.1992065
Resolved,Major,2017-02-28T20:42:59.828+0000,Bug,zolyfarkas,2017-02-06T17:25:56.982+0000,2017-02-28T14:52:04.363+0000,0,AVRO,zolyfarkas,9,AVRO-1997,563,46,4,Fixed,421.6800844
Resolved,Minor,2018-04-05T10:18:56.322+0000,Bug,tjwp,2017-01-30T20:48:17.252+0000,2017-02-14T23:43:34.860+0000,0,AVRO,tjwp,8,AVRO-1996,257,29,4,Fixed,435.3109816
Resolved,Minor,2017-01-31T05:26:51.218+0000,Bug,vimota,2017-01-30T19:22:20.211+0000,2017-01-31T05:26:51.173+0000,0,AVRO,vimota,5,AVRO-1995,425,49,4,Fixed,450.0725982
Resolved,Major,2017-02-19T16:18:43.886+0000,Bug,da77a,2017-01-30T10:43:30.082+0000,2017-02-19T16:18:43.835+0000,0,AVRO,da77a,7,AVRO-1994,1125,66,3,Fixed,430.6199053
Open,Major,2017-09-01T14:58:26.912+0000,Bug,busbey,2017-01-28T09:05:23.306+0000,NA,0,AVRO,nkollar,3,AVRO-1991,1014,73,2,NA,452.9208379
Resolved,Major,2017-06-14T09:04:35.905+0000,Bug,busbey,2017-01-28T08:37:05.744+0000,2017-06-14T08:52:15.352+0000,0,AVRO,nkollar,4,AVRO-1990,852,46,4,Fixed,315.9299573
Patch Available,Minor,2017-02-14T23:57:33.137+0000,Bug,busbey,2017-01-28T06:11:58.116+0000,NA,0,AVRO,busbey,4,AVRO-1989,584,75,3,NA,453.0381491
Resolved,Major,2017-01-28T05:53:16.124+0000,Bug,sacharya,2017-01-25T15:28:59.339+0000,2017-01-28T05:52:51.861+0000,0,AVRO,hatchetman82,2,AVRO-1988,161,33,3,Fixed,453.0545347
Resolved,Trivial,2017-02-07T03:02:34.427+0000,Bug,sacharya,2017-01-24T17:18:59.979+0000,2017-02-06T14:21:26.576+0000,0,AVRO,sacharya,5,AVRO-1987,154,58,5,Fixed,443.7013548
Open,Minor,2017-01-23T04:16:55.731+0000,Bug,ahasha@gmail.com,2017-01-23T04:15:23.433+0000,NA,0,AVRO,NA,0,AVRO-1986,2104,49,2,NA,458.1222254
Resolved,Major,2017-06-16T07:21:48.807+0000,Bug,gszadovszky,2017-01-18T07:53:14.091+0000,2017-06-16T07:21:48.746+0000,0,AVRO,gszadovszky,5,AVRO-1985,1220,20,5,Fixed,313.992765
Open,Minor,2017-10-31T08:25:57.925+0000,Bug,JSteward,2017-01-11T00:38:26.088+0000,NA,0,AVRO,NA,1,AVRO-1981,1161,27,2,NA,470.2728891
Open,Blocker,2017-10-11T17:58:07.179+0000,Bug,dklimis,2017-01-09T12:59:15.537+0000,NA,0,AVRO,NA,1,AVRO-1979,1851,51,2,NA,471.7584279
Resolved,Minor,2017-02-07T15:25:58.170+0000,Bug,cesco,2016-12-22T15:02:10.009+0000,2017-02-07T15:25:58.126+0000,0,AVRO,cesco,4,AVRO-1972,639,19,5,Fixed,442.6565455
Resolved,Minor,2017-01-10T15:03:30.658+0000,Bug,gszadovszky,2016-12-19T08:38:13.762+0000,2017-01-10T14:54:24.209+0000,0,AVRO,gszadovszky,4,AVRO-1970,2585,26,4,Fixed,470.6784615
Open,Major,2016-12-09T12:51:03.994+0000,Bug,neilf,2016-12-09T12:46:48.142+0000,NA,1,AVRO,NA,1,AVRO-1968,1417,66,1,NA,502.7670783
Resolved,Critical,2017-12-23T07:44:42.527+0000,Bug,nielsbasjes,2016-12-01T11:20:02.363+0000,2016-12-17T11:03:37.393+0000,0,AVRO,nielsbasjes,4,AVRO-1967,198,59,3,Fixed,494.8387101
Resolved,Critical,2017-12-23T07:44:08.311+0000,Bug,nielsbasjes,2016-11-30T20:36:34.478+0000,2016-12-01T09:23:04.566+0000,0,AVRO,nielsbasjes,6,AVRO-1966,255,45,3,Fixed,510.9085352
Patch Available,Major,2017-06-22T13:02:50.301+0000,Bug,nahguam,2016-11-30T11:23:03.550+0000,NA,1,AVRO,cutting,3,AVRO-1965,1435,47,5,NA,511.6162667
Open,Minor,2017-03-20T11:41:04.020+0000,Bug,teabot,2016-11-29T17:05:38.060+0000,NA,0,AVRO,NA,0,AVRO-1963,1237,49,2,NA,512.5873339
Resolved,Major,2017-11-07T08:32:29.696+0000,Bug,xiongtx,2016-11-22T23:42:08.234+0000,2016-11-23T00:32:01.509+0000,0,AVRO,NA,5,AVRO-1962,719,25,5,Not A Problem,519.2773381
Open,Major,2016-11-12T19:44:57.421+0000,Bug,vanyatka,2016-11-12T19:44:57.421+0000,NA,0,AVRO,NA,0,AVRO-1959,271,47,2,NA,529.4766931
Resolved,Major,2017-02-18T03:31:21.377+0000,Bug,MaxL,2016-11-11T09:18:10.089+0000,2017-02-18T03:29:54.814+0000,1,AVRO,NA,2,AVRO-1958,NA,92,2,Duplicate,432.1538061
Resolved,Major,2018-01-29T10:41:58.742+0000,Bug,timmsc,2016-11-10T21:36:14.481+0000,2018-01-29T10:41:09.154+0000,0,AVRO,timmsc,12,AVRO-1957,496,55,6,Fixed,86.85433483
Open,Major,2016-11-10T15:28:37.299+0000,Bug,nielsbasjes,2016-11-10T12:48:25.096+0000,NA,0,AVRO,nielsbasjes,1,AVRO-1956,508,35,2,NA,531.7659561
Open,Major,2016-11-09T02:34:26.706+0000,Bug,tnaruto,2016-11-09T02:21:45.542+0000,NA,0,AVRO,NA,0,AVRO-1955,656,42,1,NA,533.2011362
Resolved,Minor,2018-03-07T18:59:19.943+0000,Bug,iamwrong,2016-11-07T17:53:53.209+0000,2017-01-20T11:53:23.891+0000,0,AVRO,nkollar,14,AVRO-1954,710,91,5,Fixed,460.8041637
Open,Major,2016-11-07T14:44:22.235+0000,Bug,java8964,2016-11-07T14:44:22.235+0000,NA,0,AVRO,NA,0,AVRO-1953,4138,89,1,NA,534.6854337
Resolved,Major,2016-11-05T22:34:47.011+0000,Bug,rdblue,2016-11-05T22:01:41.735+0000,2016-11-05T22:34:46.830+0000,0,AVRO,rdblue,2,AVRO-1951,299,59,2,Fixed,536.358757
Resolved,Minor,2016-11-04T11:22:31.177+0000,Bug,mhurd,2016-11-04T09:13:04.007+0000,2016-11-04T11:22:29.071+0000,0,AVRO,NA,1,AVRO-1949,1236,140,1,Duplicate,537.825608
Resolved,Minor,2016-11-04T13:39:47.994+0000,Bug,mhurd,2016-11-04T09:12:42.256+0000,2016-11-04T13:39:46.022+0000,0,AVRO,NA,3,AVRO-1948,1236,140,2,Information Provided,537.7302744
Resolved,Major,2016-11-05T20:20:49.964+0000,Bug,gszadovszky,2016-11-03T16:38:04.676+0000,2016-11-04T10:28:22.478+0000,0,AVRO,gszadovszky,5,AVRO-1947,562,37,4,Fixed,537.8631884
Patch Available,Minor,2016-11-02T21:17:05.570+0000,Bug,sacharya,2016-11-02T21:13:59.471+0000,NA,0,AVRO,sacharya,1,AVRO-1946,163,81,2,NA,539.4127099
Resolved,Major,2016-10-30T19:44:19.712+0000,Bug,smueller18,2016-10-28T21:30:57.660+0000,2016-10-28T22:37:48.593+0000,0,AVRO,NA,3,AVRO-1945,1393,22,2,Not A Bug,544.3566406
Resolved,Major,2016-11-05T20:20:47.241+0000,Bug,nielsbasjes,2016-10-26T13:31:25.377+0000,2016-11-01T20:41:55.095+0000,0,AVRO,nielsbasjes,6,AVRO-1944,170,24,4,Fixed,540.4371141
Resolved,Major,2016-11-30T15:35:49.905+0000,Bug,gszadovszky,2016-10-26T11:59:37.005+0000,2016-10-31T11:08:48.968+0000,1,AVRO,gszadovszky,4,AVRO-1943,3093,63,5,Fixed,541.8351206
Resolved,Major,2016-11-30T15:35:49.834+0000,Bug,gszadovszky,2016-10-26T11:59:18.988+0000,2016-11-30T15:35:49.620+0000,0,AVRO,gszadovszky,1,AVRO-1942,3093,63,1,Duplicate,511.6496967
Resolved,Major,2017-02-18T02:41:28.242+0000,Bug,jaredgrubb,2016-10-21T21:36:43.960+0000,2017-02-18T02:41:28.198+0000,0,AVRO,NA,3,AVRO-1937,1094,45,3,Fixed,432.1874475
Patch Available,Major,2018-04-02T04:01:42.493+0000,Bug,amoriarty,2016-10-21T15:26:37.797+0000,NA,1,AVRO,NA,4,AVRO-1936,1540,69,3,NA,24.13172688
Resolved,Major,2017-02-14T11:56:25.355+0000,Bug,razi,2016-10-19T07:26:25.398+0000,2017-02-14T11:56:25.312+0000,0,AVRO,NA,1,AVRO-1935,214,53,2,Duplicate,435.8020642
Open,Minor,2016-10-14T13:47:58.380+0000,Bug,zolyfarkas,2016-10-14T13:47:58.380+0000,NA,0,AVRO,NA,0,AVRO-1934,387,51,1,NA,558.7245987
Resolved,Minor,2017-08-18T14:57:53.368+0000,Bug,epkanol,2016-10-07T15:59:04.118+0000,2017-08-18T14:57:47.333+0000,0,AVRO,epkanol,13,AVRO-1931,907,85,7,Fixed,250.6761146
Resolved,Major,2017-01-29T11:33:13.406+0000,Bug,gahr,2016-10-05T12:11:23.675+0000,2017-01-29T11:33:13.358+0000,0,AVRO,gahr,5,AVRO-1930,94,53,4,Fixed,451.8181748
Resolved,Minor,2017-08-18T14:57:36.401+0000,Bug,epkanol,2016-10-04T13:57:25.072+0000,2017-08-18T14:57:36.318+0000,0,AVRO,epkanol,10,AVRO-1929,255,63,5,Fixed,250.6762417
Open,Major,2017-10-30T08:37:24.279+0000,Bug,asmaier,2016-09-23T14:05:20.892+0000,NA,1,AVRO,NA,3,AVRO-1927,604,74,3,NA,579.7125326
Resolved,Minor,2016-09-26T22:26:45.356+0000,Bug,Simon24601,2016-09-22T23:36:00.225+0000,2016-09-26T22:26:43.583+0000,0,AVRO,NA,2,AVRO-1926,166,31,2,Cannot Reproduce,576.3643328
Open,Minor,2016-09-22T23:34:01.940+0000,Bug,Simon24601,2016-09-22T23:34:01.940+0000,NA,0,AVRO,NA,0,AVRO-1925,484,25,1,NA,580.3176131
Open,Critical,2017-03-28T16:39:45.591+0000,Bug,nielsbasjes,2016-09-22T14:59:16.860+0000,NA,3,AVRO,rdblue,3,AVRO-1924,910,28,4,NA,580.6750793
Resolved,Major,2016-11-05T20:20:21.902+0000,Bug,nielsbasjes,2016-09-22T10:12:11.415+0000,2016-10-04T14:25:23.552+0000,0,AVRO,nielsbasjes,9,AVRO-1923,NA,61,4,Fixed,568.6986107
Resolved,Major,2016-09-19T23:19:35.798+0000,Bug,gszadovszky,2016-09-19T14:13:31.675+0000,2016-09-19T23:19:35.083+0000,0,AVRO,gszadovszky,2,AVRO-1921,245,55,3,Fixed,583.3276367
Open,Major,2016-09-16T17:03:25.407+0000,Bug,mdcoon,2016-09-15T14:46:16.632+0000,NA,0,AVRO,NA,1,AVRO-1917,1251,60,2,NA,587.6841097
Open,Major,2016-09-20T13:20:53.061+0000,Bug,nielsbasjes,2016-09-15T08:40:41.693+0000,NA,0,AVRO,NA,3,AVRO-1916,666,54,3,NA,587.9379863
Resolved,Major,2016-09-21T17:08:10.436+0000,Bug,NPE,2016-09-14T12:40:23.419+0000,2016-09-21T17:08:09.809+0000,0,AVRO,NA,3,AVRO-1915,2254,54,2,Not A Problem,581.5855703
Resolved,Trivial,2016-09-15T09:14:26.466+0000,Bug,nielsbasjes,2016-09-14T07:45:32.821+0000,2016-09-15T09:14:25.397+0000,0,AVRO,nielsbasjes,3,AVRO-1914,NA,37,3,Fixed,587.9145501
Resolved,Major,2017-01-29T15:42:46.816+0000,Bug,comm@squotd.net,2016-09-09T21:55:23.270+0000,2017-01-29T12:55:54.976+0000,0,AVRO,comm@squotd.net,9,AVRO-1912,1938,76,4,Fixed,451.7607486
Open,Major,2016-09-13T23:22:08.183+0000,Bug,arthurcoquelet,2016-09-08T08:51:17.535+0000,NA,0,AVRO,jcustenborder,8,AVRO-1910,562,164,3,NA,594.930627
Resolved,Major,2016-09-08T16:05:27.613+0000,Bug,rdblue,2016-09-04T21:54:07.803+0000,2016-09-08T15:59:50.059+0000,0,AVRO,rdblue,6,AVRO-1908,140,40,4,Fixed,594.6330249
Patch Available,Minor,2016-11-15T19:41:26.487+0000,Bug,bw123,2016-08-31T17:51:18.069+0000,NA,0,AVRO,NA,1,AVRO-1906,NA,29,2,NA,602.5541102
Resolved,Major,2016-08-31T16:04:20.180+0000,Bug,amodpandey,2016-08-31T10:38:56.454+0000,2016-08-31T16:04:18.396+0000,0,AVRO,busbey,1,AVRO-1905,2988,31,2,Information Provided,602.6299019
