status,updated,from_status,reporter,when,days_in_from_status,who,to_status,assignee,key,description_length,summary_length,days_in_current_status,days_since_open,project,created,transition,resolutiondate,comment_count,priority,vote_count,issue_type,watch_count,resolution
Resolved,2017-12-05T10:25:46.399+0000,NA,ambarishpande,2017-12-05T10:18:17.431+0000,NA,ambarishpande,Open,NA,AVRO-2110,606,48,141.8650218,NA,AVRO,2017-12-05T10:18:17.431+0000,Non-existent to Open,2017-12-05T10:25:46.358+0000,1,Minor,0,Bug,1,Invalid
Resolved,2017-12-05T10:25:46.399+0000,Open,ambarishpande,2017-12-05T10:25:46.403+0000,0.005196435,ambarishpande,Resolved,NA,AVRO-2110,606,48,141.8650218,0.005196435,AVRO,2017-12-05T10:18:17.431+0000,Open to Resolved,2017-12-05T10:25:46.358+0000,1,Minor,0,Bug,1,Invalid
Open,2017-11-15T22:24:35.585+0000,NA,ilia_khaustov,2017-11-15T22:21:53.447+0000,NA,ilia_khaustov,Open,NA,AVRO-2105,1062,60,161.367718,NA,AVRO,2017-11-15T22:21:53.447+0000,Non-existent to Open,NA,0,Minor,1,Improvement,2,NA
Open,2017-11-01T18:06:20.537+0000,NA,jleech,2017-11-01T18:06:20.537+0000,NA,jleech,Open,NA,AVRO-2103,407,69,175.5451823,NA,AVRO,2017-11-01T18:06:20.537+0000,Non-existent to Open,NA,0,Minor,0,Bug,1,NA
Resolved,2017-10-27T14:14:18.687+0000,NA,busbey,2017-10-27T14:08:18.260+0000,NA,busbey,Open,sacharya,AVRO-2102,NA,47,180.7063147,NA,AVRO,2017-10-27T14:08:18.260+0000,Non-existent to Open,2017-10-27T14:14:18.650+0000,3,Minor,0,Task,2,Fixed
Resolved,2017-10-27T14:14:18.687+0000,Open,busbey,2017-10-27T14:14:18.698+0000,0.004171736,busbey,Resolved,sacharya,AVRO-2102,NA,47,180.7063147,0.004171736,AVRO,2017-10-27T14:08:18.260+0000,Open to Resolved,2017-10-27T14:14:18.650+0000,3,Minor,0,Task,2,Fixed
Open,2017-10-20T13:57:56.842+0000,NA,thebothead,2017-10-20T13:23:54.929+0000,NA,thebothead,Open,NA,AVRO-2098,2222,41,187.741312,NA,AVRO,2017-10-20T13:23:54.929+0000,Non-existent to Open,NA,1,Minor,0,New Feature,2,NA
Open,2017-10-17T07:57:15.996+0000,NA,nkollar,2017-10-17T07:56:51.760+0000,NA,nkollar,Open,NA,AVRO-2097,336,104,190.968432,NA,AVRO,2017-10-17T07:56:51.760+0000,Non-existent to Open,NA,0,Minor,0,Improvement,1,NA
Open,2017-10-08T00:09:47.398+0000,NA,raymie,2017-10-07T23:59:46.091+0000,NA,raymie,Open,NA,AVRO-2092,557,71,200.2997476,NA,AVRO,2017-10-07T23:59:46.091+0000,Non-existent to Open,NA,0,Minor,0,Improvement,1,NA
Open,2017-10-08T00:09:46.380+0000,NA,raymie,2017-10-07T23:58:36.983+0000,NA,raymie,Open,NA,AVRO-2091,139,64,200.3005475,NA,AVRO,2017-10-07T23:58:36.983+0000,Non-existent to Open,NA,0,Minor,0,Improvement,1,NA
Open,2017-09-27T22:49:17.978+0000,NA,nkollar,2017-09-27T22:49:17.978+0000,NA,nkollar,Open,NA,AVRO-2083,455,47,210.3486841,NA,AVRO,2017-09-27T22:49:17.978+0000,Non-existent to Open,NA,0,Minor,0,Improvement,1,NA
Resolved,2018-04-01T18:10:12.789+0000,NA,pnayak,2017-09-25T18:48:28.994+0000,NA,pnayak,Open,pnayak,AVRO-2081,952,28,24.54249411,NA,AVRO,2017-09-25T18:48:28.994+0000,Non-existent to Open,2018-04-01T18:10:12.761+0000,5,Minor,0,Bug,4,Fixed
Resolved,2018-04-01T18:10:12.789+0000,Open,pnayak,2018-04-01T18:10:12.797+0000,187.9734236,thiru_mg,Resolved,pnayak,AVRO-2081,952,28,24.54249411,187.9734236,AVRO,2017-09-25T18:48:28.994+0000,Open to Resolved,2018-04-01T18:10:12.761+0000,5,Minor,0,Bug,4,Fixed
